product_name,price,rating,Number_of_Reviews,Product_url
Pramadda Pure Luxury Milan Casual Vegan Leather 15.6 inch Laptop Backpack for Men and Women | Stylish School College Office Travel Bagpacks | Trendy Office Laptop Bag For Men. (Classic Black),"₹1,200",4.9 out of 5 stars,11,https://www.amazon.in/Pramadda-Pure-Luxury-Backpack-Bagpacks/dp/B0C6NNPZTC
"Arctic Hunter Mens Sling Bag,Mens Shoulder Bag,Crossbody Bag for Men,Chest Bag,Daypack,Shockproof Compartment for iPad,Suitable for College,Outdoor Travels and Business Daily Use For Men, Black","₹1,399",4.4 out of 5 stars,513,https://www.amazon.in/Shoulder-Crossbody-Shockproof-Compartment-k00063-Black/dp/B09HV9QYFB
Skybags Unisex Gucci Fabric Backpacks,₹584,4.2 out of 5 stars,268,https://www.amazon.in/Skybags-Unisex-Yellow-Fabric-Backpacks/dp/B0B21XM4KX
PUMA 26 Ltrs Puma Black Laptop Backpack,"₹1,239",3.8 out of 5 stars,89,https://www.amazon.in/Puma-Black-Laptop-Backpack-7573301/dp/B07JHJCZSM
ADISA SL5038 women girls sling bag,₹564,4.1 out of 5 stars,"1,191",https://www.amazon.in/ADISA-SL5038-women-girls-sling/dp/B08Q4FHQLN
Lavie Sport Polar X Cabin Size 63 cms Wheel Duffel Bag for Travel | Travel Bag with Trolley,"₹1,399",4.0 out of 5 stars,812,https://www.amazon.in/Lavie-Sport-Polyester-Travel-BDFW223019M4/dp/B07VJSDYJY
Arctic Hunter Backpack for Men Premium Business Backpack Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Comfortable and Padded Backpack for Men,"₹5,999",4.4 out of 5 stars,150,https://www.amazon.in/Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76
"Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Free Rain Cover (18 Inch, 34litr) (Black)",₹355,3.0 out of 5 stars,1,https://www.amazon.in/Szeentp-Waterproof-Backpack-College-Students/dp/B08XWBCVZT
JAVILANT 35L Waterproof Rain & Dust Cover for Backpack with Pouch | Rain Cover for Laptop/School/College & Office Bag Black Color with Orange Print,₹219,5.0 out of 5 stars,1,https://www.amazon.in/JAVILANT-Waterproof-Backpack-Laptop-College/dp/B0C9J7CV3P
Lunar's Heritage 37L Casual Water Resistant 3 Compartment Travel Bagpack/College Backpack/School Bag (Black),₹799,4.0 out of 5 stars,874,https://www.amazon.in/Lunars-Heritage-Casual-Bagpack-College/dp/B08CBJDBH4
"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",₹399,4.3 out of 5 stars,75,https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D4T9R5
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Black),₹549,3.9 out of 5 stars,"1,015",https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W
Gear Polyester 23 Cms Travel Bag(DUFCRSTNG4314_Khaki),₹489,4.1 out of 5 stars,531,https://www.amazon.in/Gear-Training-Travel-Duffel-DUFCRSTNG4314/dp/B098FG3GVX
Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290),"₹1,448",4.3 out of 5 stars,672,https://www.amazon.in/Wildcraft-Polyester-Black-Laptop-8903338054290/dp/B012D4QKHW
"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men - Office Bag, Brown Color - Fits Up to 14/15.6/16 Inch Laptop/MacBook - Laptop Messenger Bags/Leather Bag for Men with Adjustable Shoulder Strap","₹2,623",4.3 out of 5 stars,"4,904",https://www.amazon.in/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78
"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag","₹1,099",4.3 out of 5 stars,"1,287",https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY
ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,"₹1,689",4.3 out of 5 stars,955,https://www.amazon.in/FloMotif-Business-Shoulder-material-resistant/dp/B07NHYLTY7
18 L Attractive long lasting Printed Drawstring Polyester Multi Utility Bag for Sports/Gym/College/Yoga/Casual Backpack – Light Weight (Washable/Durability),₹199,4.0 out of 5 stars,11,https://www.amazon.in/Attractive-lasting-Drawstring-Polyester-Backpack/dp/B0B4G9XT67
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",₹929,4.0 out of 5 stars,"1,077",https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,₹551,3.9 out of 5 stars,828,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SDSGZ
OMRON BAGS Large 40 L Laptop Backpack For Men and Women,₹725,5.0 out of 5 stars,3,https://www.amazon.in/OMRON-BAGS-Backpack-Black-New/dp/B0BLJZGTMZ
Gear Solid 22 Cms Cosmetic Pouch (Black),₹439,4.5 out of 5 stars,"4,255",https://www.amazon.in/GEAR-Black-Toiletry-Bag-ACCTLTPCH0112/dp/B019HA8JJW
TUFFGEAR Polyester Gym Bag Workout 23 Litre Gym Duffle Bag Yellow,₹563,4.1 out of 5 stars,999,https://www.amazon.in/TUFFGEAR-Workout-Litre-Duffle-Yellow/dp/B08R7HYFM1
"HYDER 35L Latest And Trendy Stylish Waterproof College/Casual/School Bag/Backpack For Kids, Boys, Girls, Men And Women | Best Bags For Everyday Use",₹735,4.2 out of 5 stars,130,https://www.amazon.in/HYDER-Gamepad-Waterproof-Backpack-Everyday/dp/B0BR3KK8TR
30 L Waterproof Laptop/College/School/Office Bag Backpack for Men Women Boys Girls with Rain Cover (Navy_Blue),₹486,4.6 out of 5 stars,6,https://www.amazon.in/Waterproof-Laptop-College-Backpack-Navy_Blue/dp/B0BW9BTJCZ
LuvLap Lily Travel Multifunctional Waterproof Diaper Bag-Backpack Cum Tote Bag (Black),"₹1,149",4.4 out of 5 stars,935,https://www.amazon.in/LuvLap-Travel-Multifunctional-Waterproof-Bag-Backpack/dp/B07W6Z8XKB
"Storite Small Size Army Print Padded Nylon Cross Body Sling bag Office Travel One Side Bag for Men Women (25x19x7cm, GreenGrey)",₹395,4.1 out of 5 stars,478,https://www.amazon.in/Storite-Army-Print-Sling-GreenGrey/dp/B09KNMWWPH
Impulse Impbee 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with Rain Cover & 1 Year Warranty,₹881,4.0 out of 5 stars,6,https://www.amazon.in/Impulse-Impbee-Backpack-Business-Resistant/dp/B0C1CSS81H
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",₹512,3.9 out of 5 stars,326,https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1
Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,"₹2,499",4.5 out of 5 stars,"7,239",https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹670,4.0 out of 5 stars,"4,901",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z
Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),₹176,3.1 out of 5 stars,36,https://www.amazon.in/Murano-Casual-daybackpack-Office-College/dp/B0BX9FLPNX
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,₹339,3.8 out of 5 stars,"2,495",https://www.amazon.in/DZert-Polyester-Black-White-Backpack/dp/B07GXX2BP3
ADISA Large Laptop Backpack Office Bag College Travel Back Pack with USB (Black),₹599,3.8 out of 5 stars,80,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BXQZ6Q85
MI Business Casual 21L Water Resistant Laptop Backpack,₹949,4.4 out of 5 stars,"4,513",https://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN
Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"₹1,249",4.1 out of 5 stars,"6,814",https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3J9J9CK
Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow,₹845,4.2 out of 5 stars,"1,464",https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30
Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,"₹1,576",4.0 out of 5 stars,53,https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ763F7Y
Gear polyester 44 cms Duffle Bag(DUFPRO2000106_Black),₹431,4.3 out of 5 stars,834,https://www.amazon.in/Gear-ltr-Black-Orange-DUFPRO2000106/dp/B00Z93WSVW
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Sky Blue),₹699,3.6 out of 5 stars,87,https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B0BR149RMT
Shopiable Store Folding Storage Luggage Bag Travelling Shoulder Hand Bags Lightweight Waterproof Duffle Bag for Women (Pink),₹379,4.1 out of 5 stars,14,https://www.amazon.in/Shopiable-Store-Travelling-Lightweight-Waterproof/dp/B0B5VMZVXZ
Skybags Unisex Grey Jacqard 34L Laptop Bags,"₹1,279",4.0 out of 5 stars,63,https://www.amazon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ
"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",₹309,4.1 out of 5 stars,"9,457",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T
Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),"₹1,840",4.3 out of 5 stars,"1,204",https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO
